predicted_genus,real_species,correct_prediction,real_genus,filepath
Bisnius,Philonthus umbratilis,False,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_53.jpg
Bisnius,Philonthus umbratilis,False,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_54.jpg
Bisnius,Philonthus umbratilis,False,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_55.jpg
Philonthus,Philonthus umbratilis,True,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_56.jpg
Philonthus,Philonthus umbratilis,True,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_57.jpg
Philonthus,Philonthus umbratilis,True,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_58.jpg
Bisnius,Philonthus umbratilis,False,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_59.jpg
Philonthus,Philonthus umbratilis,True,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_6.jpg
Philonthus,Philonthus umbratilis,True,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_60.jpg
Bisnius,Philonthus umbratilis,False,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_61.jpg
Philonthus,Philonthus umbratilis,True,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_110.jpg
Philonthus,Philonthus umbratilis,True,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_123.jpg
Philonthus,Philonthus umbratilis,True,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_136.jpg
Philonthus,Philonthus umbratilis,True,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_149.jpg
Philonthus,Philonthus umbratilis,True,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_161.jpg
Philonthus,Philonthus umbratilis,True,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_21.jpg
Bisnius,Philonthus umbratilis,False,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_35.jpg
Philonthus,Philonthus umbratilis,True,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_49.jpg
Philonthus,Philonthus umbratilis,True,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_62.jpg
Bisnius,Philonthus umbratilis,False,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_76.jpg
Philonthus,Philonthus umbratilis,True,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_63.jpg
Bisnius,Philonthus umbratilis,False,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_64.jpg
Bisnius,Philonthus umbratilis,False,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_65.jpg
Philonthus,Philonthus umbratilis,True,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_66.jpg
Philonthus,Philonthus umbratilis,True,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_67.jpg
Bisnius,Philonthus umbratilis,False,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_68.jpg
Bisnius,Philonthus umbratilis,False,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_69.jpg
Philonthus,Philonthus umbratilis,True,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_7.jpg
Philonthus,Philonthus umbratilis,True,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_70.jpg
Philonthus,Philonthus umbratilis,True,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_71.jpg
Philonthus,Philonthus umbratilis,True,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_72.jpg
Philonthus,Philonthus umbratilis,True,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_73.jpg
Philonthus,Philonthus umbratilis,True,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_74.jpg
Philonthus,Philonthus umbratilis,True,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_75.jpg
Philonthus,Philonthus umbratilis,True,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_77.jpg
Philonthus,Philonthus umbratilis,True,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_78.jpg
Philonthus,Philonthus umbratilis,True,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_79.jpg
Philonthus,Philonthus umbratilis,True,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_8.jpg
Philonthus,Philonthus umbratilis,True,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_80.jpg
Bisnius,Philonthus umbratilis,False,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_81.jpg
Philonthus,Philonthus umbratilis,True,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_82.jpg
Philonthus,Philonthus umbratilis,True,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_83.jpg
Bisnius,Philonthus umbratilis,False,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_84.jpg
Philonthus,Philonthus umbratilis,True,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_85.jpg
Philonthus,Philonthus umbratilis,True,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_86.jpg
Philonthus,Philonthus umbratilis,True,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_87.jpg
Philonthus,Philonthus umbratilis,True,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_88.jpg
Bisnius,Philonthus umbratilis,False,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_89.jpg
Philonthus,Philonthus umbratilis,True,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_9.jpg
Bisnius,Philonthus umbratilis,False,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_90.jpg
Bisnius,Philonthus umbratilis,False,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_91.jpg
Philonthus,Philonthus umbratilis,True,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_92.jpg
Bisnius,Philonthus umbratilis,False,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_93.jpg
Bisnius,Philonthus umbratilis,False,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_94.jpg
Philonthus,Philonthus umbratilis,True,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_95.jpg
Philonthus,Philonthus umbratilis,True,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_96.jpg
Philonthus,Philonthus umbratilis,True,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_97.jpg
Philonthus,Philonthus umbratilis,True,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_98.jpg
Philonthus,Philonthus umbratilis,True,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_99.jpg
Bisnius,Philonthus umbratilis,False,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_111.jpg
Bisnius,Philonthus umbratilis,False,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_112.jpg
Philonthus,Philonthus umbratilis,True,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_113.jpg
Philonthus,Philonthus umbratilis,True,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_114.jpg
Philonthus,Philonthus umbratilis,True,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_115.jpg
Philonthus,Philonthus umbratilis,True,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_116.jpg
Philonthus,Philonthus umbratilis,True,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_117.jpg
Philonthus,Philonthus umbratilis,True,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_118.jpg
Achenium,Philonthus umbratilis,False,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_119.jpg
Philonthus,Philonthus umbratilis,True,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_12.jpg
Philonthus,Philonthus umbratilis,True,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_120.jpg
Bisnius,Philonthus umbratilis,False,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_121.jpg
Bisnius,Philonthus umbratilis,False,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_122.jpg
Philonthus,Philonthus umbratilis,True,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_124.jpg
Philonthus,Philonthus umbratilis,True,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_125.jpg
Bisnius,Philonthus umbratilis,False,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_126.jpg
Bisnius,Philonthus umbratilis,False,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_127.jpg
Bisnius,Philonthus umbratilis,False,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_128.jpg
Bisnius,Philonthus umbratilis,False,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_129.jpg
Philonthus,Philonthus umbratilis,True,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_13.jpg
Philonthus,Philonthus umbratilis,True,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_130.jpg
Philonthus,Philonthus umbratilis,True,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_131.jpg
Philonthus,Philonthus umbratilis,True,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_132.jpg
Philonthus,Philonthus umbratilis,True,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_133.jpg
Philonthus,Philonthus umbratilis,True,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_134.jpg
Philonthus,Philonthus umbratilis,True,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_135.jpg
Bisnius,Philonthus umbratilis,False,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_137.jpg
Bisnius,Philonthus umbratilis,False,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_138.jpg
Philonthus,Philonthus umbratilis,True,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_139.jpg
Philonthus,Philonthus umbratilis,True,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_14.jpg
Philonthus,Philonthus umbratilis,True,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_140.jpg
Bisnius,Philonthus umbratilis,False,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_141.jpg
Philonthus,Philonthus umbratilis,True,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_142.jpg
Philonthus,Philonthus umbratilis,True,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_143.jpg
Philonthus,Philonthus umbratilis,True,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_144.jpg
Philonthus,Philonthus umbratilis,True,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_145.jpg
Philonthus,Philonthus umbratilis,True,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_146.jpg
Philonthus,Philonthus umbratilis,True,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_147.jpg
Philonthus,Philonthus umbratilis,True,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_148.jpg
Philonthus,Philonthus umbratilis,True,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_15.jpg
Philonthus,Philonthus umbratilis,True,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_150.jpg
Philonthus,Philonthus umbratilis,True,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_151.jpg
Philonthus,Philonthus umbratilis,True,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_152.jpg
Philonthus,Philonthus umbratilis,True,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_153.jpg
Philonthus,Philonthus umbratilis,True,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_154.jpg
Philonthus,Philonthus umbratilis,True,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_155.jpg
Philonthus,Philonthus umbratilis,True,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_156.jpg
Philonthus,Philonthus umbratilis,True,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_157.jpg
Philonthus,Philonthus umbratilis,True,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_158.jpg
Philonthus,Philonthus umbratilis,True,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_159.jpg
Philonthus,Philonthus umbratilis,True,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_16.jpg
Philonthus,Philonthus umbratilis,True,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_160.jpg
Philonthus,Philonthus umbratilis,True,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_162.jpg
Philonthus,Philonthus umbratilis,True,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_163.jpg
Philonthus,Philonthus umbratilis,True,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_164.jpg
Philonthus,Philonthus umbratilis,True,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_165.jpg
Philonthus,Philonthus umbratilis,True,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_166.jpg
Philonthus,Philonthus umbratilis,True,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_167.jpg
Philonthus,Philonthus umbratilis,True,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_168.jpg
Philonthus,Philonthus umbratilis,True,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_169.jpg
Philonthus,Philonthus umbratilis,True,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_17.jpg
Philonthus,Philonthus umbratilis,True,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_170.jpg
Philonthus,Philonthus umbratilis,True,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_171.jpg
Philonthus,Philonthus umbratilis,True,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_172.jpg
Bisnius,Philonthus umbratilis,False,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_173.jpg
Philonthus,Philonthus umbratilis,True,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_174.jpg
Philonthus,Philonthus umbratilis,True,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_175.jpg
Philonthus,Philonthus umbratilis,True,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_176.jpg
Bisnius,Philonthus umbratilis,False,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_177.jpg
Philonthus,Philonthus umbratilis,True,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_178.jpg
Bisnius,Philonthus umbratilis,False,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_179.jpg
Bisnius,Philonthus umbratilis,False,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_18.jpg
Philonthus,Philonthus umbratilis,True,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_180.jpg
Philonthus,Philonthus umbratilis,True,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_181.jpg
Philonthus,Philonthus umbratilis,True,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_182.jpg
Bisnius,Philonthus umbratilis,False,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_183.jpg
Philonthus,Philonthus umbratilis,True,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_19.jpg
Philonthus,Philonthus umbratilis,True,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_2.jpg
Philonthus,Philonthus umbratilis,True,Philonthus,../../../images/cutout_species/Philonthus umbratilis/Philonthus umbratilis_20.jpg
