,Filename,Label,Prediction1,Prediction3a,Prediction3a_prob,Prediction3b,Prediction3b_prob,Prediction3c,Prediction3c_prob
27,images_species/Paederidus ruficollis/Paederidus ruficollis_100.jpg,Paederidus ruficollis,Paederidus ruficollis,Paederus fuscipes,4.8443066e-08,Paederus littoralis,9.935797e-08,Paederidus ruficollis,0.9999999
28,images_species/Paederidus ruficollis/Paederidus ruficollis_108.jpg,Paederidus ruficollis,Paederidus ruficollis,Paederus fuscipes,1.8283182e-09,Acylophorus glaberrimus,1.7487354e-08,Paederidus ruficollis,1.0
29,images_species/Paederidus ruficollis/Paederidus ruficollis_110.jpg,Paederidus ruficollis,Paederidus ruficollis,Paederus fuscipes,1.7723968e-07,Acylophorus glaberrimus,2.3356704e-06,Paederidus ruficollis,0.99999726
30,images_species/Paederidus ruficollis/Paederidus ruficollis_121.jpg,Paederidus ruficollis,Paederidus ruficollis,Philonthus atratus,3.029556e-07,Philonthus cognatus,6.487817e-07,Paederidus ruficollis,0.99999845
31,images_species/Paederidus ruficollis/Paederidus ruficollis_126.jpg,Paederidus ruficollis,Paederidus ruficollis,Paederus fuscipes,2.6625662e-07,Acylophorus glaberrimus,3.8037322e-07,Paederidus ruficollis,0.9999993
32,images_species/Paederidus ruficollis/Paederidus ruficollis_134.jpg,Paederidus ruficollis,Paederidus ruficollis,Philonthus atratus,9.451064e-09,Philonthus cognatus,1.7815637e-08,Paederidus ruficollis,1.0
33,images_species/Paederidus ruficollis/Paederidus ruficollis_138.jpg,Paederidus ruficollis,Paederidus ruficollis,Tetartopeus quadratus,8.3089546e-08,Acylophorus glaberrimus,1.0155346e-07,Paederidus ruficollis,0.99999976
34,images_species/Paederidus ruficollis/Paederidus ruficollis_142.jpg,Paederidus ruficollis,Paederidus ruficollis,Philonthus atratus,0.00022069973,Tetartopeus quadratus,0.0008165396,Paederidus ruficollis,0.9988643
35,images_species/Paederidus ruficollis/Paederidus ruficollis_150.jpg,Paederidus ruficollis,Paederidus ruficollis,Philonthus cognatus,3.0924642e-08,Philonthus atratus,6.643628e-07,Paederidus ruficollis,0.9999993
36,images_species/Paederidus ruficollis/Paederidus ruficollis_153.jpg,Paederidus ruficollis,Paederidus ruficollis,Paederus fuscipes,3.5153693e-08,Tetartopeus quadratus,6.691796e-08,Paederidus ruficollis,0.9999999
37,images_species/Paederidus ruficollis/Paederidus ruficollis_158.jpg,Paederidus ruficollis,Paederidus ruficollis,Philonthus atratus,1.9685908e-07,Philonthus cognatus,4.5094595e-07,Paederidus ruficollis,0.99999917
38,images_species/Paederidus ruficollis/Paederidus ruficollis_165.jpg,Paederidus ruficollis,Paederidus ruficollis,Philonthus nigrita,6.2826904e-09,Tetartopeus quadratus,1.5224577e-08,Paederidus ruficollis,1.0
39,images_species/Paederidus ruficollis/Paederidus ruficollis_179.jpg,Paederidus ruficollis,Paederidus ruficollis,Philonthus binotatus,5.831275e-07,Philonthus atratus,1.8913196e-06,Paederidus ruficollis,0.9999945
40,images_species/Paederidus ruficollis/Paederidus ruficollis_181.jpg,Paederidus ruficollis,Paederidus ruficollis,Philonthus cognatus,2.47287e-09,Paederus fuscipes,3.318401e-09,Paederidus ruficollis,1.0
41,images_species/Paederidus ruficollis/Paederidus ruficollis_189.jpg,Paederidus ruficollis,Paederidus ruficollis,Acylophorus glaberrimus,1.9659758e-07,Paederus fuscipes,2.0882e-06,Paederidus ruficollis,0.9999975
42,images_species/Paederidus ruficollis/Paederidus ruficollis_199.jpg,Paederidus ruficollis,Paederidus ruficollis,Acylophorus glaberrimus,2.1826238e-06,Paederus fuscipes,2.8284985e-06,Paederidus ruficollis,0.99999225
43,images_species/Paederidus ruficollis/Paederidus ruficollis_207.jpg,Paederidus ruficollis,Paederidus ruficollis,Paederus fuscipes,7.783938e-08,Acylophorus glaberrimus,1.1648802e-07,Paederidus ruficollis,0.99999964
44,images_species/Paederidus ruficollis/Paederidus ruficollis_211.jpg,Paederidus ruficollis,Paederidus ruficollis,Paederus fuscipes,5.4981286e-09,Acylophorus glaberrimus,5.0721063e-08,Paederidus ruficollis,1.0
45,images_species/Paederidus ruficollis/Paederidus ruficollis_218.jpg,Paederidus ruficollis,Paederidus ruficollis,Lathrobium impressum,3.3733184e-05,Paederus littoralis,4.3803113e-05,Paederidus ruficollis,0.9999008
46,images_species/Paederidus ruficollis/Paederidus ruficollis_220.jpg,Paederidus ruficollis,Paederidus ruficollis,Philonthus binotatus,4.9772312e-05,Paederus fuscipes,9.2841256e-05,Paederidus ruficollis,0.9996871
47,images_species/Paederidus ruficollis/Paederidus ruficollis_224.jpg,Paederidus ruficollis,Paederidus ruficollis,Acylophorus glaberrimus,9.501525e-09,Philonthus cognatus,2.2642674e-07,Paederidus ruficollis,0.99999976
48,images_species/Paederidus ruficollis/Paederidus ruficollis_227.jpg,Paederidus ruficollis,Paederidus ruficollis,Philonthus cognatus,5.7239504e-07,Philonthus atratus,4.6393925e-06,Paederidus ruficollis,0.9999938
49,images_species/Paederidus ruficollis/Paederidus ruficollis_228.jpg,Paederidus ruficollis,Paederidus ruficollis,Philonthus cognatus,2.0574573e-06,Paederus fuscipes,1.6839203e-05,Paederidus ruficollis,0.99998033
50,images_species/Paederidus ruficollis/Paederidus ruficollis_229.jpg,Paederidus ruficollis,Paederidus ruficollis,Acylophorus glaberrimus,2.948392e-08,Paederus littoralis,3.6416446e-07,Paederidus ruficollis,0.9999995
51,images_species/Paederidus ruficollis/Paederidus ruficollis_232.jpg,Paederidus ruficollis,Paederidus ruficollis,Tetartopeus quadratus,1.1454312e-07,Philonthus binotatus,1.2251016e-07,Paederidus ruficollis,0.99999964
52,images_species/Paederidus ruficollis/Paederidus ruficollis_235.jpg,Paederidus ruficollis,Paederidus ruficollis,Philonthus cognatus,5.176378e-07,Philonthus nigrita,5.991667e-07,Paederidus ruficollis,0.99999845
53,images_species/Paederidus ruficollis/Paederidus ruficollis_237.jpg,Paederidus ruficollis,Paederidus ruficollis,Philonthus binotatus,1.2432899e-07,Philonthus atratus,2.642572e-06,Paederidus ruficollis,0.9999969
54,images_species/Paederidus ruficollis/Paederidus ruficollis_238.jpg,Paederidus ruficollis,Paederidus ruficollis,Philonthus cognatus,3.5715057e-05,Philonthus atratus,0.0002165607,Paederidus ruficollis,0.9997383
55,images_species/Paederidus ruficollis/Paederidus ruficollis_242.jpg,Paederidus ruficollis,Paederidus ruficollis,Paederus littoralis,8.942321e-09,Acylophorus glaberrimus,5.7895665e-08,Paederidus ruficollis,1.0
56,images_species/Paederidus ruficollis/Paederidus ruficollis_245.jpg,Paederidus ruficollis,Paederidus ruficollis,Paederus littoralis,1.6175477e-07,Philonthus atratus,7.369387e-07,Paederidus ruficollis,0.9999988
57,images_species/Paederidus ruficollis/Paederidus ruficollis_25.jpg,Paederidus ruficollis,Paederidus ruficollis,Philonthus atratus,2.6370904e-07,Philonthus cognatus,2.295598e-06,Paederidus ruficollis,0.99999714
58,images_species/Paederidus ruficollis/Paederidus ruficollis_27.jpg,Paederidus ruficollis,Paederidus ruficollis,Acylophorus glaberrimus,1.4432786e-07,Paederus littoralis,2.730112e-07,Paederidus ruficollis,0.9999995
59,images_species/Paederidus ruficollis/Paederidus ruficollis_39.jpg,Paederidus ruficollis,Paederidus ruficollis,Philonthus binotatus,2.0820625e-07,Paederus littoralis,8.699111e-07,Paederidus ruficollis,0.99999833
60,images_species/Paederidus ruficollis/Paederidus ruficollis_41.jpg,Paederidus ruficollis,Paederidus ruficollis,Paederus fuscipes,3.1284293e-07,Paederus littoralis,2.391796e-06,Paederidus ruficollis,0.9999964
61,images_species/Paederidus ruficollis/Paederidus ruficollis_49.jpg,Paederidus ruficollis,Paederidus ruficollis,Philonthus binotatus,4.6213995e-07,Paederus fuscipes,1.241661e-06,Paederidus ruficollis,0.9999976
62,images_species/Paederidus ruficollis/Paederidus ruficollis_51.jpg,Paederidus ruficollis,Paederidus ruficollis,Tetartopeus quadratus,1.0108806e-07,Paederus fuscipes,3.2969774e-07,Paederidus ruficollis,0.9999993
63,images_species/Paederidus ruficollis/Paederidus ruficollis_52.jpg,Paederidus ruficollis,Paederidus ruficollis,Cafius xantholoma,3.0314374e-07,Paederus littoralis,2.298315e-06,Paederidus ruficollis,0.9999964
64,images_species/Paederidus ruficollis/Paederidus ruficollis_59.jpg,Paederidus ruficollis,Paederidus ruficollis,Paederus fuscipes,1.1184679e-06,Philonthus atratus,2.2999404e-06,Paederidus ruficollis,0.9999949
65,images_species/Paederidus ruficollis/Paederidus ruficollis_64.jpg,Paederidus ruficollis,Paederidus ruficollis,Ontholestes murinus,1.7664105e-06,Paederus fuscipes,1.8108883e-06,Paederidus ruficollis,0.99998665
66,images_species/Paederidus ruficollis/Paederidus ruficollis_69.jpg,Paederidus ruficollis,Paederidus ruficollis,Philonthus nigrita,2.4448664e-07,Tetartopeus quadratus,8.1922497e-07,Paederidus ruficollis,0.9999988
67,images_species/Paederidus ruficollis/Paederidus ruficollis_72.jpg,Paederidus ruficollis,Paederidus ruficollis,Paederus fuscipes,2.5272561e-06,Philonthus cognatus,3.1413333e-06,Paederidus ruficollis,0.99999034
68,images_species/Paederidus ruficollis/Paederidus ruficollis_76.jpg,Paederidus ruficollis,Paederidus ruficollis,Philonthus binotatus,3.5292132e-07,Philonthus atratus,1.3818692e-06,Paederidus ruficollis,0.99999774
69,images_species/Paederidus ruficollis/Paederidus ruficollis_83.jpg,Paederidus ruficollis,Paederidus ruficollis,Tetartopeus quadratus,2.5843943e-07,Acylophorus glaberrimus,3.4569035e-07,Paederidus ruficollis,0.9999994
70,images_species/Paederidus ruficollis/Paederidus ruficollis_87.jpg,Paederidus ruficollis,Paederidus ruficollis,Tetartopeus quadratus,4.7779234e-09,Philonthus cognatus,8.741572e-09,Paederidus ruficollis,1.0
71,images_species/Paederidus ruficollis/Paederidus ruficollis_93.jpg,Paederidus ruficollis,Paederidus ruficollis,Acylophorus glaberrimus,2.8163763e-07,Paederus littoralis,8.972312e-07,Paederidus ruficollis,0.999998
72,images_species/Paederidus ruficollis/Paederidus ruficollis_94.jpg,Paederidus ruficollis,Paederidus ruficollis,Philonthus cognatus,1.4670793e-05,Paederus fuscipes,0.00012772507,Paederidus ruficollis,0.9998209
73,images_species/Paederidus ruficollis/Paederidus ruficollis_97.jpg,Paederidus ruficollis,Paederidus ruficollis,Paederus fuscipes,5.4411976e-07,Philonthus cognatus,1.0070999e-06,Paederidus ruficollis,0.99999774
74,images_species/Paederidus ruficollis/Paederidus ruficollis_99.jpg,Paederidus ruficollis,Paederidus ruficollis,Philonthus atratus,6.8363465e-07,Philonthus cognatus,7.559716e-07,Paederidus ruficollis,0.99999857
75,images_species/Philonthus splendens/Philonthus splendens_101.jpg,Philonthus splendens,Philonthus splendens,Philonthus politus,0.019979322,Creophilus maxillosus,0.021670524,Philonthus splendens,0.9425476
76,images_species/Philonthus splendens/Philonthus splendens_102.jpg,Philonthus splendens,Philonthus splendens,Creophilus maxillosus,4.1208845e-05,Philonthus succicola,0.00018856306,Philonthus splendens,0.9997248
77,images_species/Philonthus splendens/Philonthus splendens_103.jpg,Philonthus splendens,Philonthus splendens,Philonthus addendus,0.0001788225,Velleius dilatatus,0.0003173956,Philonthus splendens,0.9992556
78,images_species/Philonthus splendens/Philonthus splendens_110.jpg,Philonthus splendens,Philonthus splendens,Philonthus intermedius,2.8716771e-05,Creophilus maxillosus,3.8392704e-05,Philonthus splendens,0.99992514
79,images_species/Philonthus splendens/Philonthus splendens_112.jpg,Philonthus splendens,Philonthus splendens,Creophilus maxillosus,1.5556674e-07,Philonthus intermedius,3.101622e-07,Philonthus splendens,0.9999994
80,images_species/Philonthus splendens/Philonthus splendens_113.jpg,Philonthus splendens,Philonthus splendens,Philonthus addendus,1.8239198e-06,Philonthus intermedius,9.723042e-06,Philonthus splendens,0.99998736
81,images_species/Philonthus splendens/Philonthus splendens_116.jpg,Philonthus splendens,Philonthus splendens,Philonthus addendus,3.6861886e-06,Creophilus maxillosus,5.163528e-05,Philonthus splendens,0.99994195
82,images_species/Philonthus splendens/Philonthus splendens_118.jpg,Philonthus splendens,Philonthus splendens,Philonthus intermedius,6.537832e-07,Creophilus maxillosus,1.2311908e-06,Philonthus splendens,0.9999981
83,images_species/Philonthus splendens/Philonthus splendens_126.jpg,Philonthus splendens,Philonthus splendens,Tasgius ater,4.4855124e-08,Philonthus intermedius,1.3153069e-06,Philonthus splendens,0.99999857
84,images_species/Philonthus splendens/Philonthus splendens_129.jpg,Philonthus splendens,Philonthus splendens,Creophilus maxillosus,2.7800727e-06,Philonthus intermedius,8.4215135e-06,Philonthus splendens,0.9999887
85,images_species/Philonthus splendens/Philonthus splendens_133.jpg,Philonthus splendens,Philonthus splendens,Philonthus addendus,1.3571819e-06,Philonthus politus,2.1698103e-05,Philonthus splendens,0.9999745
86,images_species/Philonthus splendens/Philonthus splendens_138.jpg,Philonthus splendens,Philonthus splendens,Creophilus maxillosus,1.5285039e-08,Philonthus intermedius,3.180794e-08,Philonthus splendens,1.0
87,images_species/Philonthus splendens/Philonthus splendens_143.jpg,Philonthus splendens,Philonthus splendens,Philonthus intermedius,2.6248733e-06,Philonthus addendus,6.035352e-06,Philonthus splendens,0.9999907
88,images_species/Philonthus splendens/Philonthus splendens_144.jpg,Philonthus splendens,Philonthus splendens,Philonthus intermedius,6.204902e-08,Creophilus maxillosus,2.2345563e-07,Philonthus splendens,0.99999964
89,images_species/Philonthus splendens/Philonthus splendens_145.jpg,Philonthus splendens,Philonthus splendens,Creophilus maxillosus,9.1910074e-08,Philonthus intermedius,2.2424505e-05,Philonthus splendens,0.99997747
90,images_species/Philonthus splendens/Philonthus splendens_156.jpg,Philonthus splendens,Philonthus splendens,Philonthus succicola,0.00024490195,Creophilus maxillosus,0.00040198537,Philonthus splendens,0.9990132
91,images_species/Philonthus splendens/Philonthus splendens_166.jpg,Philonthus splendens,Philonthus splendens,Tasgius ater,1.5972886e-05,Philonthus intermedius,0.00021204725,Philonthus splendens,0.99976224
92,images_species/Philonthus splendens/Philonthus splendens_167.jpg,Philonthus splendens,Philonthus splendens,Creophilus maxillosus,1.1664848e-06,Philonthus intermedius,1.0587839e-05,Philonthus splendens,0.999987
93,images_species/Philonthus splendens/Philonthus splendens_17.jpg,Philonthus splendens,Philonthus splendens,Philonthus politus,5.4909917e-09,Philonthus intermedius,8.542466e-08,Philonthus splendens,0.9999999
94,images_species/Philonthus splendens/Philonthus splendens_34.jpg,Philonthus splendens,Philonthus splendens,Ocypus fuscatus,6.624838e-06,Philonthus intermedius,1.4017909e-05,Philonthus splendens,0.9999789
95,images_species/Philonthus splendens/Philonthus splendens_47.jpg,Philonthus splendens,Philonthus splendens,Ocypus fuscatus,3.5446462e-06,Philonthus intermedius,3.491065e-05,Philonthus splendens,0.9999614
96,images_species/Philonthus splendens/Philonthus splendens_48.jpg,Philonthus splendens,Philonthus splendens,Creophilus maxillosus,0.0003062679,Philonthus politus,0.0040155766,Philonthus splendens,0.9952182
97,images_species/Philonthus splendens/Philonthus splendens_52.jpg,Philonthus splendens,Philonthus splendens,Ocypus fuscatus,8.879937e-08,Philonthus intermedius,1.1541755e-06,Philonthus splendens,0.9999987
98,images_species/Philonthus splendens/Philonthus splendens_53.jpg,Philonthus splendens,Philonthus splendens,Creophilus maxillosus,3.857843e-05,Philonthus intermedius,5.420699e-05,Philonthus splendens,0.99989676
99,images_species/Philonthus splendens/Philonthus splendens_59.jpg,Philonthus splendens,Philonthus splendens,Philonthus succicola,6.506154e-05,Philonthus politus,6.9696536e-05,Philonthus splendens,0.99968505
100,images_species/Philonthus splendens/Philonthus splendens_66.jpg,Philonthus splendens,Philonthus splendens,Philonthus intermedius,4.6387703e-07,Creophilus maxillosus,7.1815583e-07,Philonthus splendens,0.99999857
101,images_species/Philonthus splendens/Philonthus splendens_67.jpg,Philonthus splendens,Philonthus splendens,Creophilus maxillosus,5.09531e-06,Philonthus politus,5.5499863e-06,Philonthus splendens,0.9999857
102,images_species/Philonthus splendens/Philonthus splendens_75.jpg,Philonthus splendens,Philonthus tenuicornis,Philonthus succicola,0.0028671478,Philonthus politus,0.0039695445,Philonthus tenuicornis,0.99199593
103,images_species/Philonthus splendens/Philonthus splendens_76.jpg,Philonthus splendens,Philonthus splendens,Creophilus maxillosus,7.1501734e-07,Philonthus nitidus,3.2538812e-06,Philonthus splendens,0.99999523
104,images_species/Philonthus splendens/Philonthus splendens_81.jpg,Philonthus splendens,Philonthus splendens,Creophilus maxillosus,4.149102e-07,Philonthus intermedius,4.4217666e-07,Philonthus splendens,0.99999917
105,images_species/Philonthus splendens/Philonthus splendens_83.jpg,Philonthus splendens,Philonthus splendens,Philonthus intermedius,5.5304247e-07,Creophilus maxillosus,1.2455674e-06,Philonthus splendens,0.9999974
106,images_species/Philonthus splendens/Philonthus splendens_87.jpg,Philonthus splendens,Philonthus splendens,Creophilus maxillosus,1.9383326e-05,Philonthus intermedius,2.0896123e-05,Philonthus splendens,0.99994826
107,images_species/Philonthus splendens/Philonthus splendens_88.jpg,Philonthus splendens,Philonthus splendens,Creophilus maxillosus,9.987606e-08,Philonthus intermedius,4.9579194e-07,Philonthus splendens,0.9999994
108,images_species/Philonthus splendens/Philonthus splendens_91.jpg,Philonthus splendens,Philonthus splendens,Creophilus maxillosus,6.03397e-07,Philonthus addendus,1.4040322e-06,Philonthus splendens,0.99999774
109,images_species/Pseudomedon obscurellus/Pseudomedon obscurellus_100.jpg,Pseudomedon obscurellus,Pseudomedon obscurellus,Sunius melanocephalus,6.293169e-07,Pseudomedon obsoletus,2.0731188e-05,Pseudomedon obscurellus,0.9999784
110,images_species/Pseudomedon obscurellus/Pseudomedon obscurellus_102.jpg,Pseudomedon obscurellus,Pseudomedon obscurellus,Sunius melanocephalus,3.5588369e-06,Lithocharis ochracea,1.8417657e-05,Pseudomedon obscurellus,0.99997425
111,images_species/Pseudomedon obscurellus/Pseudomedon obscurellus_104.jpg,Pseudomedon obscurellus,Pseudomedon obscurellus,Medon apicalis,4.708366e-06,Pseudomedon obsoletus,0.17317751,Pseudomedon obscurellus,0.8268111
112,images_species/Pseudomedon obscurellus/Pseudomedon obscurellus_108.jpg,Pseudomedon obscurellus,Pseudomedon obscurellus,Heterothops dissimilis,2.1734897e-07,Sunius melanocephalus,4.7109103e-07,Pseudomedon obscurellus,0.99999905
113,images_species/Pseudomedon obscurellus/Pseudomedon obscurellus_113.jpg,Pseudomedon obscurellus,Pseudomedon obscurellus,Pseudomedon obsoletus,1.3093502e-08,Lithocharis ochracea,1.3748123e-08,Pseudomedon obscurellus,1.0
114,images_species/Pseudomedon obscurellus/Pseudomedon obscurellus_115.jpg,Pseudomedon obscurellus,Pseudomedon obscurellus,Sunius melanocephalus,6.6324524e-06,Pseudomedon obsoletus,3.4643494e-05,Pseudomedon obscurellus,0.9999584
115,images_species/Pseudomedon obscurellus/Pseudomedon obscurellus_117.jpg,Pseudomedon obscurellus,Pseudomedon obscurellus,Sunius melanocephalus,1.8367361e-06,Pseudomedon obsoletus,8.251065e-05,Pseudomedon obscurellus,0.9999151
116,images_species/Pseudomedon obscurellus/Pseudomedon obscurellus_119.jpg,Pseudomedon obscurellus,Pseudomedon obscurellus,Heterothops dissimilis,4.298013e-05,Sunius melanocephalus,0.00026060874,Pseudomedon obscurellus,0.9996383
117,images_species/Pseudomedon obscurellus/Pseudomedon obscurellus_124.jpg,Pseudomedon obscurellus,Pseudomedon obscurellus,Medon apicalis,1.7870745e-05,Pseudomedon obsoletus,0.00011245904,Pseudomedon obscurellus,0.9998673
118,images_species/Pseudomedon obscurellus/Pseudomedon obscurellus_127.jpg,Pseudomedon obscurellus,Pseudomedon obscurellus,Heterothops quadripunctulus,2.964396e-05,Pseudomedon obsoletus,0.0018709,Pseudomedon obscurellus,0.99805754
119,images_species/Pseudomedon obscurellus/Pseudomedon obscurellus_135.jpg,Pseudomedon obscurellus,Pseudomedon obscurellus,Heterothops quadripunctulus,1.1829992e-05,Pseudomedon obsoletus,0.00073772395,Pseudomedon obscurellus,0.99924684
120,images_species/Pseudomedon obscurellus/Pseudomedon obscurellus_139.jpg,Pseudomedon obscurellus,Pseudomedon obscurellus,Sunius melanocephalus,0.0001581122,Pseudomedon obsoletus,0.007042338,Pseudomedon obscurellus,0.9927719
121,images_species/Pseudomedon obscurellus/Pseudomedon obscurellus_140.jpg,Pseudomedon obscurellus,Pseudomedon obscurellus,Pseudomedon obsoletus,0.00032805302,Sunius melanocephalus,0.0018520852,Pseudomedon obscurellus,0.99756706
122,images_species/Pseudomedon obscurellus/Pseudomedon obscurellus_141.jpg,Pseudomedon obscurellus,Pseudomedon obscurellus,Heterothops quadripunctulus,2.893275e-08,Pseudomedon obsoletus,0.0023926524,Pseudomedon obscurellus,0.99760723
123,images_species/Pseudomedon obscurellus/Pseudomedon obscurellus_21.jpg,Pseudomedon obscurellus,Pseudomedon obscurellus,Medon apicalis,3.185049e-06,Pseudomedon obsoletus,6.492604e-05,Pseudomedon obscurellus,0.9999291
124,images_species/Pseudomedon obscurellus/Pseudomedon obscurellus_26.jpg,Pseudomedon obscurellus,Pseudomedon obscurellus,Pseudomedon obsoletus,9.95099e-07,Sunius melanocephalus,2.1174397e-05,Pseudomedon obscurellus,0.9999776
125,images_species/Pseudomedon obscurellus/Pseudomedon obscurellus_35.jpg,Pseudomedon obscurellus,Pseudomedon obscurellus,Sunius melanocephalus,4.9696985e-07,Pseudomedon obsoletus,1.5014721e-06,Pseudomedon obscurellus,0.99999785
