,Filename,Prediction1,Prediction3
66,images_genus/Sunius/Sunius melanocephalus_30.jpg,Sunius,"[('Othius', 5.290766e-06), ('Medon', 3.3906414e-05), ('Sunius', 0.9999571)]"
67,images_genus/Sunius/Sunius melanocephalus_31.jpg,Sunius,"[('Medon', 2.659622e-07), ('Othius', 2.3383918e-06), ('Sunius', 0.99999726)]"
68,images_genus/Sunius/Sunius melanocephalus_32.jpg,Sunius,"[('Paederidus', 4.070146e-07), ('Othius', 2.5990757e-06), ('Sunius', 0.9999969)]"
69,images_genus/Sunius/Sunius melanocephalus_33.jpg,Sunius,"[('Leptacinus', 3.1988992e-07), ('Othius', 3.2600744e-06), ('Sunius', 0.9999962)]"
70,images_genus/Platydracus/Platydracus fulvipes_3.jpg,Platydracus,"[('Velleius', 3.503747e-05), ('Creophilus', 0.00032933257), ('Platydracus', 0.9995926)]"
71,images_genus/Platydracus/Platydracus fulvipes_4.jpg,Platydracus,"[('Megalinus', 1.8844306e-08), ('Staphylinus', 8.734875e-06), ('Platydracus', 0.9999913)]"
72,images_genus/Platydracus/Platydracus fulvipes_5.jpg,Platydracus,"[('Ontholestes', 0.00077226514), ('Velleius', 0.0027970113), ('Platydracus', 0.99619246)]"
73,images_genus/Platydracus/Platydracus fulvipes_6.jpg,Platydracus,"[('Velleius', 7.273119e-06), ('Staphylinus', 2.9377667e-05), ('Platydracus', 0.9999535)]"
74,images_genus/Platydracus/Platydracus fulvipes_7.jpg,Creophilus,"[('Emus', 0.04437613), ('Platydracus', 0.34208664), ('Creophilus', 0.58477014)]"
75,images_genus/Platydracus/Platydracus fulvipes_8.jpg,Platydracus,"[('Velleius', 2.8402644e-07), ('Staphylinus', 2.9670784e-06), ('Platydracus', 0.9999964)]"
76,images_genus/Platydracus/Platydracus fulvipes_9.jpg,Staphylinus,"[('Tasgius', 0.00010160477), ('Platydracus', 0.4442884), ('Staphylinus', 0.55552316)]"
77,images_genus/Platydracus/Platydracus latebricola_2.jpg,Platydracus,"[('Megalinus', 0.0004223527), ('Paederus', 0.00091844396), ('Platydracus', 0.997811)]"
78,images_genus/Platydracus/Platydracus latebricola_3.jpg,Platydracus,"[('Megalinus', 0.0006785581), ('Staphylinus', 0.004395239), ('Platydracus', 0.994785)]"
79,images_genus/Platydracus/Platydracus latebricola_4.jpg,Platydracus,"[('Megalinus', 0.00016491732), ('Staphylinus', 0.019979715), ('Platydracus', 0.9797576)]"
80,images_genus/Platydracus/Platydracus latebricola_5.jpg,Platydracus,"[('Creophilus', 0.003300757), ('Megalinus', 0.0055678533), ('Platydracus', 0.9901305)]"
81,images_genus/Platydracus/Platydracus latebricola_6.jpg,Platydracus,"[('Ontholestes', 0.11837211), ('Dinothenarus', 0.12168042), ('Platydracus', 0.6825891)]"
82,images_genus/Platydracus/Platydracus stercorarius_10.jpg,Platydracus,"[('Megalinus', 2.8141503e-07), ('Staphylinus', 0.048392925), ('Platydracus', 0.95160645)]"
83,images_genus/Platydracus/Platydracus stercorarius_11.jpg,Platydracus,"[('Megalinus', 1.4126577e-05), ('Staphylinus', 0.2072164), ('Platydracus', 0.7927691)]"
84,images_genus/Platydracus/Platydracus stercorarius_12.jpg,Platydracus,"[('Megalinus', 3.3972945e-05), ('Staphylinus', 0.3775919), ('Platydracus', 0.6223645)]"
85,images_genus/Platydracus/Platydracus stercorarius_13.jpg,Staphylinus,"[('Creophilus', 2.036924e-06), ('Platydracus', 0.29754415), ('Staphylinus', 0.70245206)]"
86,images_genus/Platydracus/Platydracus stercorarius_14.jpg,Platydracus,"[('Staphylinus', 0.00061630196), ('Creophilus', 0.0011142793), ('Platydracus', 0.99818367)]"
87,images_genus/Platydracus/Platydracus stercorarius_5.jpg,Platydracus,"[('Megalinus', 4.0890876e-07), ('Staphylinus', 0.00014876942), ('Platydracus', 0.9998505)]"
88,images_genus/Platydracus/Platydracus stercorarius_6.jpg,Platydracus,"[('Megalinus', 2.4386158e-05), ('Staphylinus', 0.13879214), ('Platydracus', 0.8611577)]"
89,images_genus/Platydracus/Platydracus stercorarius_7.jpg,Platydracus,"[('Megalinus', 4.656654e-06), ('Staphylinus', 0.0020218075), ('Platydracus', 0.99796945)]"
90,images_genus/Platydracus/Platydracus stercorarius_8.jpg,Platydracus,"[('Megalinus', 2.4746619e-06), ('Staphylinus', 0.15423393), ('Platydracus', 0.84576315)]"
91,images_genus/Platydracus/Platydracus stercorarius_9.jpg,Platydracus,"[('Ocypus', 1.1627678e-05), ('Staphylinus', 0.042414833), ('Platydracus', 0.95756704)]"
92,images_genus/Atrecus/Atrecus affinis_10.jpg,Atrecus,"[('Phacophallus', 2.1151223e-12), ('Lithocharis', 6.990453e-12), ('Atrecus', 1.0)]"
93,images_genus/Atrecus/Atrecus affinis_11.jpg,Atrecus,"[('Phacophallus', 5.252098e-09), ('Lithocharis', 5.5814237e-08), ('Atrecus', 0.9999999)]"
94,images_genus/Atrecus/Atrecus affinis_12.jpg,Atrecus,"[('Medon', 4.1457096e-10), ('Lithocharis', 5.681852e-09), ('Atrecus', 1.0)]"
95,images_genus/Atrecus/Atrecus affinis_4.jpg,Atrecus,"[('Lobrathium', 1.4515579e-10), ('Lithocharis', 1.3565985e-09), ('Atrecus', 1.0)]"
96,images_genus/Atrecus/Atrecus affinis_5.jpg,Atrecus,"[('Phacophallus', 1.4367094e-09), ('Lithocharis', 2.2800708e-09), ('Atrecus', 1.0)]"
97,images_genus/Atrecus/Atrecus affinis_6.jpg,Atrecus,"[('Lobrathium', 3.34378e-11), ('Phacophallus', 8.8016594e-11), ('Atrecus', 1.0)]"
98,images_genus/Atrecus/Atrecus affinis_7.jpg,Atrecus,"[('Lithocharis', 2.1673657e-10), ('Phacophallus', 3.1520192e-10), ('Atrecus', 1.0)]"
99,images_genus/Atrecus/Atrecus affinis_8.jpg,Atrecus,"[('Lithocharis', 1.7004037e-07), ('Lobrathium', 1.7646965e-07), ('Atrecus', 0.99999964)]"
100,images_genus/Atrecus/Atrecus affinis_9.jpg,Atrecus,"[('Lithocharis', 9.481864e-07), ('Medon', 2.1151623e-06), ('Atrecus', 0.9999968)]"
101,images_genus/Atrecus/Atrecus longiceps_2.jpg,Atrecus,"[('Lobrathium', 2.4426543e-08), ('Gyrohypnus', 2.905502e-08), ('Atrecus', 1.0)]"
102,images_genus/Atrecus/Atrecus longiceps_3.jpg,Atrecus,"[('Lobrathium', 8.079213e-11), ('Phacophallus', 3.4558126e-10), ('Atrecus', 1.0)]"
103,images_genus/Atrecus/Atrecus longiceps_4.jpg,Atrecus,"[('Phacophallus', 1.9616591e-07), ('Gyrohypnus', 9.67177e-07), ('Atrecus', 0.99999845)]"
104,images_genus/Atrecus/Atrecus longiceps_5.jpg,Atrecus,"[('Phacophallus', 3.5007787e-07), ('Gyrohypnus', 1.3696406e-06), ('Atrecus', 0.9999982)]"
105,images_genus/Atrecus/Atrecus longiceps_6.jpg,Atrecus,"[('Remus', 1.4343252e-06), ('Gyrohypnus', 6.7716323e-06), ('Atrecus', 0.9999902)]"
106,images_genus/Paederidus/Paederidus ruficollis_24.jpg,Paederidus,"[('Gauropterus', 7.112164e-08), ('Paederus', 2.9398976e-07), ('Paederidus', 0.99999964)]"
107,images_genus/Paederidus/Paederidus ruficollis_25.jpg,Paederidus,"[('Gauropterus', 1.7278653e-07), ('Paederus', 1.5179418e-06), ('Paederidus', 0.9999981)]"
108,images_genus/Paederidus/Paederidus ruficollis_26.jpg,Paederidus,"[('Gauropterus', 7.508244e-08), ('Paederus', 5.828778e-07), ('Paederidus', 0.9999993)]"
109,images_genus/Paederidus/Paederidus ruficollis_27.jpg,Paederidus,"[('Gauropterus', 2.5362933e-08), ('Paederus', 5.9611914e-08), ('Paederidus', 0.9999999)]"
110,images_genus/Paederidus/Paederidus ruficollis_28.jpg,Paederidus,"[('Dinothenarus', 1.7649177e-07), ('Paederus', 2.3928428e-06), ('Paederidus', 0.99999714)]"
111,images_genus/Paederidus/Paederidus ruficollis_29.jpg,Paederidus,"[('Gauropterus', 5.821099e-07), ('Paederus', 1.1842117e-05), ('Paederidus', 0.9999876)]"
112,images_genus/Paederidus/Paederidus ruficollis_30.jpg,Paederidus,"[('Gauropterus', 2.0277012e-07), ('Paederus', 2.5797528e-06), ('Paederidus', 0.99999714)]"
113,images_genus/Paederidus/Paederidus ruficollis_31.jpg,Paederidus,"[('Gauropterus', 2.0009837e-07), ('Paederus', 2.6849548e-06), ('Paederidus', 0.999997)]"
114,images_genus/Paederidus/Paederidus ruficollis_32.jpg,Paederidus,"[('Gauropterus', 3.6783023e-09), ('Paederus', 1.6358715e-08), ('Paederidus', 1.0)]"
115,images_genus/Paederidus/Paederidus ruficollis_33.jpg,Paederidus,"[('Gauropterus', 1.9190472e-06), ('Paederus', 1.0177506e-05), ('Paederidus', 0.99998796)]"
116,images_genus/Paederidus/Paederidus ruficollis_34.jpg,Paederidus,"[('Gauropterus', 1.00253104e-07), ('Paederus', 3.3090346e-06), ('Paederidus', 0.99999654)]"
117,images_genus/Paederidus/Paederidus ruficollis_35.jpg,Paederidus,"[('Ontholestes', 6.684263e-07), ('Paederus', 7.6519955e-06), ('Paederidus', 0.9999907)]"
118,images_genus/Paederidus/Paederidus ruficollis_36.jpg,Paederidus,"[('Gauropterus', 2.4160565e-06), ('Paederus', 4.0378316e-05), ('Paederidus', 0.9999547)]"
119,images_genus/Paederidus/Paederidus ruficollis_37.jpg,Paederidus,"[('Gauropterus', 5.0019205e-10), ('Paederus', 2.8277837e-08), ('Paederidus', 1.0)]"
120,images_genus/Paederidus/Paederidus ruficollis_38.jpg,Paederidus,"[('Gauropterus', 7.601707e-08), ('Paederus', 5.017888e-07), ('Paederidus', 0.9999994)]"
121,images_genus/Paederidus/Paederidus ruficollis_39.jpg,Paederidus,"[('Gauropterus', 7.276303e-06), ('Paederus', 9.502556e-05), ('Paederidus', 0.9998925)]"
122,images_genus/Paederidus/Paederidus ruficollis_40.jpg,Paederidus,"[('Gauropterus', 1.8502433e-07), ('Paederus', 1.2413578e-06), ('Paederidus', 0.99999857)]"
123,images_genus/Paederidus/Paederidus ruficollis_41.jpg,Paederidus,"[('Gauropterus', 2.7249234e-07), ('Paederus', 4.735099e-06), ('Paederidus', 0.9999949)]"
124,images_genus/Paederidus/Paederidus ruficollis_42.jpg,Paederidus,"[('Tetartopeus', 1.5085557e-07), ('Paederus', 2.970415e-06), ('Paederidus', 0.9999968)]"
125,images_genus/Paederidus/Paederidus ruficollis_43.jpg,Paederidus,"[('Gauropterus', 2.0685418e-09), ('Paederus', 1.089755e-07), ('Paederidus', 0.9999999)]"
126,images_genus/Paederidus/Paederidus ruficollis_44.jpg,Paederidus,"[('Gauropterus', 4.0952727e-07), ('Paederus', 7.687778e-06), ('Paederidus', 0.99999154)]"
127,images_genus/Paederidus/Paederidus ruficollis_45.jpg,Paederidus,"[('Gauropterus', 1.6945057e-08), ('Paederus', 1.2535074e-07), ('Paederidus', 0.9999999)]"
128,images_genus/Paederidus/Paederidus ruficollis_46.jpg,Paederidus,"[('Gauropterus', 3.014289e-07), ('Paederus', 6.5057966e-06), ('Paederidus', 0.9999931)]"
129,images_genus/Paederidus/Paederidus ruficollis_47.jpg,Paederidus,"[('Gauropterus', 2.1826416e-07), ('Paederus', 7.132772e-07), ('Paederidus', 0.99999905)]"
130,images_genus/Paederidus/Paederidus ruficollis_48.jpg,Paederidus,"[('Gauropterus', 3.011863e-10), ('Paederus', 9.843855e-09), ('Paederidus', 1.0)]"
131,images_genus/Paederidus/Paederidus ruficollis_49.jpg,Paederidus,"[('Gauropterus', 1.2266914e-06), ('Paederus', 1.8965091e-05), ('Paederidus', 0.99997807)]"
132,images_genus/Paederidus/Paederidus ruficollis_50.jpg,Paederidus,"[('Gauropterus', 4.1681333e-06), ('Paederus', 0.00015988431), ('Paederidus', 0.99983335)]"
133,images_genus/Paederidus/Paederidus ruficollis_51.jpg,Paederidus,"[('Gauropterus', 2.1200863e-08), ('Paederus', 1.1929156e-07), ('Paederidus', 0.9999999)]"
134,images_genus/Paederidus/Paederidus ruficollis_52.jpg,Paederidus,"[('Gauropterus', 5.4818138e-08), ('Paederus', 7.4306746e-07), ('Paederidus', 0.9999993)]"
135,images_genus/Paederidus/Paederidus ruficollis_53.jpg,Paederidus,"[('Gauropterus', 5.728271e-09), ('Paederus', 1.5177122e-07), ('Paederidus', 0.9999999)]"
136,images_genus/Paederidus/Paederidus ruficollis_54.jpg,Paederidus,"[('Gauropterus', 9.873074e-09), ('Paederus', 1.2960464e-07), ('Paederidus', 0.9999999)]"
137,images_genus/Paederidus/Paederidus ruficollis_55.jpg,Paederidus,"[('Gauropterus', 7.7558275e-07), ('Paederus', 1.5893238e-06), ('Paederidus', 0.9999976)]"
138,images_genus/Paederidus/Paederidus ruficollis_56.jpg,Paederidus,"[('Gauropterus', 2.6270999e-09), ('Paederus', 6.7588836e-08), ('Paederidus', 0.9999999)]"
139,images_genus/Paederidus/Paederidus ruficollis_57.jpg,Paederidus,"[('Tetartopeus', 7.5330296e-05), ('Paederus', 0.00016816423), ('Paederidus', 0.99974865)]"
140,images_genus/Paederidus/Paederidus ruficollis_58.jpg,Paederidus,"[('Gauropterus', 3.3290957e-09), ('Paederus', 8.098773e-08), ('Paederidus', 0.9999999)]"
141,images_genus/Paederidus/Paederidus ruficollis_59.jpg,Paederidus,"[('Gauropterus', 5.9044524e-08), ('Paederus', 1.16939155e-07), ('Paederidus', 0.99999976)]"
142,images_genus/Paederidus/Paederidus ruficollis_60.jpg,Paederidus,"[('Gauropterus', 2.844671e-09), ('Paederus', 7.151942e-08), ('Paederidus', 0.9999999)]"
143,images_genus/Paederidus/Paederidus ruficollis_61.jpg,Paederidus,"[('Tetartopeus', 8.394879e-07), ('Paederus', 5.7283246e-06), ('Paederidus', 0.9999933)]"
144,images_genus/Paederidus/Paederidus ruficollis_62.jpg,Paederidus,"[('Paederus', 2.6101607e-06), ('Gauropterus', 2.9063624e-06), ('Paederidus', 0.9999937)]"
145,images_genus/Paederidus/Paederidus ruficollis_63.jpg,Paederidus,"[('Gauropterus', 1.1368412e-08), ('Paederus', 1.3705295e-07), ('Paederidus', 0.9999999)]"
146,images_genus/Paederidus/Paederidus ruficollis_64.jpg,Paederidus,"[('Ontholestes', 7.165402e-08), ('Paederus', 3.602477e-07), ('Paederidus', 0.9999995)]"
147,images_genus/Paederidus/Paederidus ruficollis_65.jpg,Paederidus,"[('Tetartopeus', 6.3843623e-07), ('Paederus', 2.1292179e-05), ('Paederidus', 0.9999771)]"
148,images_genus/Paederidus/Paederidus ruficollis_66.jpg,Paederidus,"[('Tetartopeus', 9.923529e-05), ('Paederus', 0.000103091574), ('Paederidus', 0.9996593)]"
149,images_genus/Paederidus/Paederidus ruficollis_67.jpg,Paederidus,"[('Gauropterus', 6.7181127e-09), ('Paederus', 4.8728495e-08), ('Paederidus', 1.0)]"
150,images_genus/Paederidus/Paederidus ruficollis_68.jpg,Paederidus,"[('Gauropterus', 6.7344063e-06), ('Paederus', 3.2653395e-05), ('Paederidus', 0.9999585)]"
151,images_genus/Paederidus/Paederidus ruficollis_69.jpg,Paederidus,"[('Remus', 2.7751078e-08), ('Paederus', 2.9869682e-06), ('Paederidus', 0.999997)]"
152,images_genus/Paederidus/Paederidus ruficollis_70.jpg,Paederidus,"[('Gauropterus', 3.1741514e-08), ('Paederus', 9.925625e-08), ('Paederidus', 0.9999999)]"
153,images_genus/Paederidus/Paederidus ruficollis_71.jpg,Paederidus,"[('Gauropterus', 8.130111e-09), ('Paederus', 4.7970744e-08), ('Paederidus', 1.0)]"
154,images_genus/Paederidus/Paederidus ruficollis_72.jpg,Paederidus,"[('Gauropterus', 1.0750732e-07), ('Paederus', 8.605287e-06), ('Paederidus', 0.9999913)]"
155,images_genus/Achenium/Achenium humile_10.jpg,Achenium,"[('Phacophallus', 2.8614493e-06), ('Lathrobium', 7.5390008e-06), ('Achenium', 0.99997973)]"
156,images_genus/Achenium/Achenium humile_11.jpg,Achenium,"[('Gyrohypnus', 8.2620945e-06), ('Lathrobium', 2.0571031e-05), ('Achenium', 0.9999591)]"
157,images_genus/Achenium/Achenium humile_4.jpg,Achenium,"[('Heterothops', 4.8505713e-06), ('Lathrobium', 1.22289e-05), ('Achenium', 0.9999713)]"
158,images_genus/Achenium/Achenium humile_5.jpg,Achenium,"[('Ocypus', 2.0763728e-06), ('Lathrobium', 0.017414005), ('Achenium', 0.98257774)]"
