,Filename,Label,Prediction1,Prediction3a,Prediction3a_prob,Prediction3b,Prediction3b_prob,Prediction3c,Prediction3c_prob
70,images_species/Paederidus ruficollis/Paederidus ruficollis_87.jpg,Paederidus ruficollis,Paederidus ruficollis,Philonthus nigrita,3.0875952e-08,Tetartopeus quadratus,8.5679517e-07,Paederidus ruficollis,0.99999917
71,images_species/Paederidus ruficollis/Paederidus ruficollis_93.jpg,Paederidus ruficollis,Paederidus ruficollis,Tetartopeus quadratus,2.3626793e-08,Philonthus atratus,2.4778098e-08,Paederidus ruficollis,1.0
72,images_species/Paederidus ruficollis/Paederidus ruficollis_94.jpg,Paederidus ruficollis,Paederidus ruficollis,Tetartopeus terminatus,7.8928104e-05,Paederus fuscipes,0.0133306915,Paederidus ruficollis,0.9864698
73,images_species/Paederidus ruficollis/Paederidus ruficollis_97.jpg,Paederidus ruficollis,Paederidus ruficollis,Philonthus cognatus,9.537625e-08,Paederus fuscipes,2.3306238e-07,Paederidus ruficollis,0.99999964
74,images_species/Paederidus ruficollis/Paederidus ruficollis_99.jpg,Paederidus ruficollis,Paederidus ruficollis,Philonthus nigrita,1.1853975e-07,Philonthus cognatus,9.5350566e-07,Paederidus ruficollis,0.9999987
75,images_species/Philonthus splendens/Philonthus splendens_101.jpg,Philonthus splendens,Philonthus splendens,Philonthus politus,0.013565467,Creophilus maxillosus,0.027733045,Philonthus splendens,0.9379138
76,images_species/Philonthus splendens/Philonthus splendens_102.jpg,Philonthus splendens,Philonthus splendens,Creophilus maxillosus,0.00033084516,Ocypus ophthalmicus,0.0004788184,Philonthus splendens,0.99863404
77,images_species/Philonthus splendens/Philonthus splendens_103.jpg,Philonthus splendens,Philonthus splendens,Creophilus maxillosus,0.0006925464,Velleius dilatatus,0.0016235443,Philonthus splendens,0.99673307
78,images_species/Philonthus splendens/Philonthus splendens_110.jpg,Philonthus splendens,Philonthus splendens,Ocypus ophthalmicus,0.00016810148,Philonthus intermedius,0.00033819044,Philonthus splendens,0.99929845
79,images_species/Philonthus splendens/Philonthus splendens_112.jpg,Philonthus splendens,Philonthus splendens,Creophilus maxillosus,2.6128644e-06,Philonthus intermedius,0.00020277621,Philonthus splendens,0.9997911
80,images_species/Philonthus splendens/Philonthus splendens_113.jpg,Philonthus splendens,Philonthus splendens,Creophilus maxillosus,8.49807e-06,Philonthus intermedius,0.00071036816,Philonthus splendens,0.9992642
81,images_species/Philonthus splendens/Philonthus splendens_116.jpg,Philonthus splendens,Philonthus splendens,Creophilus maxillosus,2.7126847e-05,Ocypus nitens,3.5282334e-05,Philonthus splendens,0.9999317
82,images_species/Philonthus splendens/Philonthus splendens_118.jpg,Philonthus splendens,Philonthus splendens,Philonthus intermedius,9.171826e-08,Creophilus maxillosus,1.4102045e-07,Philonthus splendens,0.99999976
83,images_species/Philonthus splendens/Philonthus splendens_126.jpg,Philonthus splendens,Philonthus splendens,Creophilus maxillosus,6.071255e-07,Philonthus intermedius,4.64055e-06,Philonthus splendens,0.9999944
84,images_species/Philonthus splendens/Philonthus splendens_129.jpg,Philonthus splendens,Philonthus splendens,Creophilus maxillosus,4.499152e-06,Philonthus intermedius,0.00017315448,Philonthus splendens,0.9998198
85,images_species/Philonthus splendens/Philonthus splendens_133.jpg,Philonthus splendens,Philonthus splendens,Philonthus intermedius,1.744715e-06,Philonthus nitidus,2.2371028e-06,Philonthus splendens,0.9999956
86,images_species/Philonthus splendens/Philonthus splendens_138.jpg,Philonthus splendens,Philonthus splendens,Philonthus politus,4.1560334e-06,Philonthus intermedius,5.808377e-05,Philonthus splendens,0.9999368
87,images_species/Philonthus splendens/Philonthus splendens_143.jpg,Philonthus splendens,Philonthus splendens,Ocypus fuscatus,4.2274575e-08,Philonthus intermedius,1.650743e-06,Philonthus splendens,0.99999833
88,images_species/Philonthus splendens/Philonthus splendens_144.jpg,Philonthus splendens,Philonthus splendens,Philonthus politus,3.471511e-06,Creophilus maxillosus,9.795082e-06,Philonthus splendens,0.9999832
89,images_species/Philonthus splendens/Philonthus splendens_145.jpg,Philonthus splendens,Philonthus splendens,Creophilus maxillosus,1.5813747e-06,Philonthus intermedius,0.00013818975,Philonthus splendens,0.99985874
90,images_species/Philonthus splendens/Philonthus splendens_156.jpg,Philonthus splendens,Philonthus splendens,Philonthus intermedius,0.00470221,Philonthus succicola,0.048739217,Philonthus splendens,0.9441458
91,images_species/Philonthus splendens/Philonthus splendens_166.jpg,Philonthus splendens,Philonthus splendens,Creophilus maxillosus,0.00018748413,Philonthus intermedius,0.00027203647,Philonthus splendens,0.999049
92,images_species/Philonthus splendens/Philonthus splendens_167.jpg,Philonthus splendens,Philonthus splendens,Creophilus maxillosus,5.2890687e-07,Philonthus intermedius,1.779171e-05,Philonthus splendens,0.99998105
93,images_species/Philonthus splendens/Philonthus splendens_17.jpg,Philonthus splendens,Philonthus splendens,Philonthus nitidus,3.87904e-07,Philonthus politus,2.5079275e-06,Philonthus splendens,0.99999666
94,images_species/Philonthus splendens/Philonthus splendens_34.jpg,Philonthus splendens,Philonthus splendens,Ocypus fuscatus,1.8230041e-05,Philonthus intermedius,0.00033373552,Philonthus splendens,0.9996468
95,images_species/Philonthus splendens/Philonthus splendens_47.jpg,Philonthus splendens,Philonthus splendens,Philonthus politus,0.00017340224,Philonthus intermedius,0.0027516794,Philonthus splendens,0.9969151
96,images_species/Philonthus splendens/Philonthus splendens_48.jpg,Philonthus splendens,Philonthus splendens,Ocypus fuscatus,7.522836e-06,Philonthus intermedius,9.237551e-06,Philonthus splendens,0.99997425
97,images_species/Philonthus splendens/Philonthus splendens_52.jpg,Philonthus splendens,Philonthus splendens,Philonthus nitidus,5.6791384e-07,Philonthus intermedius,9.751177e-07,Philonthus splendens,0.9999982
98,images_species/Philonthus splendens/Philonthus splendens_53.jpg,Philonthus splendens,Philonthus splendens,Creophilus maxillosus,7.766406e-06,Philonthus intermedius,3.6459423e-05,Philonthus splendens,0.9999505
99,images_species/Philonthus splendens/Philonthus splendens_59.jpg,Philonthus splendens,Philonthus splendens,Philonthus succicola,0.0060368674,Philonthus politus,0.0071677947,Philonthus splendens,0.98571104
100,images_species/Philonthus splendens/Philonthus splendens_66.jpg,Philonthus splendens,Philonthus splendens,Creophilus maxillosus,2.52948e-06,Philonthus intermedius,3.85575e-06,Philonthus splendens,0.99999166
101,images_species/Philonthus splendens/Philonthus splendens_67.jpg,Philonthus splendens,Philonthus splendens,Ocypus picipennis,4.6273685e-06,Creophilus maxillosus,4.264691e-05,Philonthus splendens,0.99993753
102,images_species/Philonthus splendens/Philonthus splendens_75.jpg,Philonthus splendens,Philonthus tenuicornis,Philonthus addendus,0.006306146,Philonthus succicola,0.00795997,Philonthus tenuicornis,0.98177105
103,images_species/Philonthus splendens/Philonthus splendens_76.jpg,Philonthus splendens,Philonthus splendens,Philonthus nitidus,3.8670028e-06,Philonthus politus,0.00036497982,Philonthus splendens,0.9996263
104,images_species/Philonthus splendens/Philonthus splendens_81.jpg,Philonthus splendens,Philonthus splendens,Ocypus ophthalmicus,2.1586202e-06,Creophilus maxillosus,1.2547447e-05,Philonthus splendens,0.999984
105,images_species/Philonthus splendens/Philonthus splendens_83.jpg,Philonthus splendens,Philonthus splendens,Creophilus maxillosus,0.00018264381,Philonthus succicola,0.00022649483,Philonthus splendens,0.9993255
106,images_species/Philonthus splendens/Philonthus splendens_87.jpg,Philonthus splendens,Philonthus splendens,Ocypus ophthalmicus,7.778545e-05,Creophilus maxillosus,0.00015615916,Philonthus splendens,0.99967897
107,images_species/Philonthus splendens/Philonthus splendens_88.jpg,Philonthus splendens,Philonthus splendens,Creophilus maxillosus,5.4285274e-06,Philonthus intermedius,5.4045868e-05,Philonthus splendens,0.99993944
108,images_species/Philonthus splendens/Philonthus splendens_91.jpg,Philonthus splendens,Philonthus splendens,Philonthus intermedius,2.2459535e-06,Creophilus maxillosus,1.1447618e-05,Philonthus splendens,0.9999844
109,images_species/Pseudomedon obscurellus/Pseudomedon obscurellus_100.jpg,Pseudomedon obscurellus,Pseudomedon obscurellus,Sunius melanocephalus,9.06061e-05,Pseudomedon obsoletus,0.0018144479,Pseudomedon obscurellus,0.9980883
110,images_species/Pseudomedon obscurellus/Pseudomedon obscurellus_102.jpg,Pseudomedon obscurellus,Pseudomedon obscurellus,Pseudomedon obsoletus,0.00020274585,Lithocharis ochracea,0.0006632709,Pseudomedon obscurellus,0.9989085
111,images_species/Pseudomedon obscurellus/Pseudomedon obscurellus_104.jpg,Pseudomedon obscurellus,Pseudomedon obscurellus,Medon apicalis,0.00019331991,Pseudomedon obsoletus,0.03368419,Pseudomedon obscurellus,0.9658694
112,images_species/Pseudomedon obscurellus/Pseudomedon obscurellus_108.jpg,Pseudomedon obscurellus,Pseudomedon obscurellus,Lithocharis ochracea,4.452535e-06,Pseudomedon obsoletus,2.3407974e-05,Pseudomedon obscurellus,0.99997115
113,images_species/Pseudomedon obscurellus/Pseudomedon obscurellus_113.jpg,Pseudomedon obscurellus,Pseudomedon obscurellus,Pseudomedon obsoletus,1.2933833e-06,Lithocharis ochracea,0.00015111007,Pseudomedon obscurellus,0.999846
114,images_species/Pseudomedon obscurellus/Pseudomedon obscurellus_115.jpg,Pseudomedon obscurellus,Pseudomedon obscurellus,Lithocharis ochracea,0.000105513136,Pseudomedon obsoletus,0.000596447,Pseudomedon obscurellus,0.9992824
115,images_species/Pseudomedon obscurellus/Pseudomedon obscurellus_117.jpg,Pseudomedon obscurellus,Pseudomedon obscurellus,Sunius melanocephalus,2.142503e-05,Pseudomedon obsoletus,0.0024288115,Pseudomedon obscurellus,0.99752563
116,images_species/Pseudomedon obscurellus/Pseudomedon obscurellus_119.jpg,Pseudomedon obscurellus,Pseudomedon obscurellus,Pseudomedon obsoletus,1.7846609e-06,Sunius melanocephalus,0.00011779488,Pseudomedon obscurellus,0.99987817
117,images_species/Pseudomedon obscurellus/Pseudomedon obscurellus_124.jpg,Pseudomedon obscurellus,Pseudomedon obscurellus,Medon apicalis,5.026084e-05,Pseudomedon obsoletus,6.874194e-05,Pseudomedon obscurellus,0.99985754
118,images_species/Pseudomedon obscurellus/Pseudomedon obscurellus_127.jpg,Pseudomedon obscurellus,Pseudomedon obscurellus,Medon apicalis,0.0005536519,Pseudomedon obsoletus,0.003048677,Pseudomedon obscurellus,0.99603146
119,images_species/Pseudomedon obscurellus/Pseudomedon obscurellus_135.jpg,Pseudomedon obscurellus,Pseudomedon obscurellus,Medon apicalis,0.00031923916,Pseudomedon obsoletus,0.009309699,Pseudomedon obscurellus,0.98993075
120,images_species/Pseudomedon obscurellus/Pseudomedon obscurellus_139.jpg,Pseudomedon obscurellus,Pseudomedon obscurellus,Pseudomedon obsoletus,0.0017059795,Medon apicalis,0.007998179,Pseudomedon obscurellus,0.9899395
121,images_species/Pseudomedon obscurellus/Pseudomedon obscurellus_140.jpg,Pseudomedon obscurellus,Pseudomedon obscurellus,Medon apicalis,1.8561992e-05,Sunius melanocephalus,0.000743297,Pseudomedon obscurellus,0.9992292
122,images_species/Pseudomedon obscurellus/Pseudomedon obscurellus_141.jpg,Pseudomedon obscurellus,Pseudomedon obscurellus,Heterothops quadripunctulus,1.9867843e-05,Pseudomedon obsoletus,0.05143867,Pseudomedon obscurellus,0.94848025
123,images_species/Pseudomedon obscurellus/Pseudomedon obscurellus_21.jpg,Pseudomedon obscurellus,Pseudomedon obscurellus,Pseudomedon obsoletus,0.00018535565,Medon apicalis,0.0021845452,Pseudomedon obscurellus,0.9976024
124,images_species/Pseudomedon obscurellus/Pseudomedon obscurellus_26.jpg,Pseudomedon obscurellus,Pseudomedon obscurellus,Medon apicalis,1.7144372e-06,Pseudomedon obsoletus,9.978985e-06,Pseudomedon obscurellus,0.99998736
125,images_species/Pseudomedon obscurellus/Pseudomedon obscurellus_35.jpg,Pseudomedon obscurellus,Pseudomedon obscurellus,Medon apicalis,1.8593695e-05,Pseudomedon obsoletus,0.0001192112,Pseudomedon obscurellus,0.99985576
126,images_species/Pseudomedon obscurellus/Pseudomedon obscurellus_49.jpg,Pseudomedon obscurellus,Pseudomedon obscurellus,Rugilus erichsoni,8.246615e-07,Pseudomedon obsoletus,2.7145672e-06,Pseudomedon obscurellus,0.9999956
