,Filename,Label,Prediction1,Prediction3a,Prediction3a_prob,Prediction3b,Prediction3b_prob,Prediction3c,Prediction3c_prob
454,images_species/Philonthus succicola/Philonthus succicola_199.jpg,Philonthus succicola,Philonthus addendus,Philonthus atratus,0.015482503,Philonthus succicola,0.14712888,Philonthus addendus,0.8324273000000001
461,images_species/Philonthus succicola/Philonthus succicola_30.jpg,Philonthus succicola,Philonthus politus,Philonthus addendus,0.0008824438599999999,Philonthus succicola,0.20146033,Philonthus politus,0.79747367
463,images_species/Philonthus succicola/Philonthus succicola_38.jpg,Philonthus succicola,Philonthus tenuicornis,Philonthus cognatus,0.013176252,Philonthus succicola,0.016720578,Philonthus tenuicornis,0.9534661
465,images_species/Philonthus succicola/Philonthus succicola_44.jpg,Philonthus succicola,Philonthus tenuicornis,Philonthus rufipes,0.0016371438,Philonthus succicola,0.26841155,Philonthus tenuicornis,0.72856283
504,images_species/Quedius maurorufus/Quedius maurorufus_24.jpg,Quedius maurorufus,Quedius umbrinus,Quedius fumatus,0.0031160633,Quedius maurorufus,0.14030726,Quedius umbrinus,0.85210496
511,images_species/Quedius maurorufus/Quedius maurorufus_59.jpg,Quedius maurorufus,Quedius boopoides,Quedius persimilis,0.010990459499999999,Quedius nitipennis,0.029163828,Quedius boopoides,0.94839424
518,images_species/Quedius suturalis/Quedius suturalis_12.jpg,Quedius suturalis,Quedius maurorufus,Quedius umbrinus,0.00020313535,Quedius suturalis,0.45022383,Quedius maurorufus,0.5493285
524,images_species/Quedius suturalis/Quedius suturalis_41.jpg,Quedius suturalis,Quedius microps,Quedius umbrinus,0.013558091999999999,Quedius suturalis,0.052451745,Quedius microps,0.9262558000000001
526,images_species/Quedius suturalis/Quedius suturalis_64.jpg,Quedius suturalis,Quedius scitus,Quedius maurorufus,0.08427437,Quedius suturalis,0.31654483,Quedius scitus,0.59782875
530,images_species/Quedius suturalis/Quedius suturalis_78.jpg,Quedius suturalis,Quedius scitus,Quedius microps,0.020924158,Quedius suturalis,0.18255223,Quedius scitus,0.77551746
577,images_species/Philonthus addendus/Philonthus addendus_10.jpg,Philonthus addendus,Philonthus tenuicornis,Bisnius puella,0.015,Philonthus addendus,0.034639202,Philonthus tenuicornis,0.9419158999999999
583,images_species/Philonthus addendus/Philonthus addendus_26.jpg,Philonthus addendus,Philonthus succicola,Philonthus tenuicornis,4.793035e-06,Philonthus addendus,0.0002573837,Philonthus succicola,0.9997296999999998
588,images_species/Philonthus addendus/Philonthus addendus_52.jpg,Philonthus addendus,Philonthus politus,Philonthus succicola,0.09019693,Philonthus addendus,0.23451149999999998,Philonthus politus,0.6501169
683,images_species/Philonthus mannerheimi/Philonthus mannerheimi_13.jpg,Philonthus mannerheimi,Philonthus cognatus,Philonthus laminatus,0.116697915,Philonthus mannerheimi,0.32573482,Philonthus cognatus,0.5571265999999999
691,images_species/Philonthus mannerheimi/Philonthus mannerheimi_51.jpg,Philonthus mannerheimi,Philonthus cognatus,Philonthus tenuicornis,0.011931187,Philonthus mannerheimi,0.039551932000000005,Philonthus cognatus,0.9364691999999999
711,images_species/Astenus immacullatus/Astenus immacullatus_44.jpg,Astenus immacullatus,Rugilus orbiculatus,Rugilus erichsoni,0.024024054,Rugilus rufipes,0.11921505,Rugilus orbiculatus,0.85670626
713,images_species/Astenus immacullatus/Astenus immacullatus_52.jpg,Astenus immacullatus,Astenus pulchellus,Medon brunneus,0.0059703644,Astenus immacullatus,0.01673386,Astenus pulchellus,0.97701913
729,images_species/Quedius brevicornis/Quedius brevicornis_21.jpg,Quedius brevicornis,Quedius puncticollis,Quedius fulgidus,0.0020915156,Quedius brevicornis,0.042608544000000005,Quedius puncticollis,0.9551574
730,images_species/Quedius brevicornis/Quedius brevicornis_26.jpg,Quedius brevicornis,Quedius puncticollis,Quedius fulgidus,9.395841e-05,Quedius brevicornis,0.0023578887,Quedius puncticollis,0.99752265
745,images_species/Quedius fuliginosus/Quedius fuliginosus_38.jpg,Quedius fuliginosus,Quedius curtipennis,Quedius levicollis,0.1320835,Quedius fuliginosus,0.24992792,Quedius curtipennis,0.45543376
749,images_species/Quedius fuliginosus/Quedius fuliginosus_57.jpg,Quedius fuliginosus,Quedius curtipennis,Euryporus picipes,0.0025760499,Quedius fuliginosus,0.12199109,Quedius curtipennis,0.8735575999999999
757,images_species/Tetartopeus terminatus/Tetartopeus terminatus_107.jpg,Tetartopeus terminatus,Tetartopeus quadratus,Philonthus nigrita,1.4019964e-06,Tetartopeus terminatus,0.00014904873,Tetartopeus quadratus,0.99984944
781,images_species/Tetartopeus terminatus/Tetartopeus terminatus_217.jpg,Tetartopeus terminatus,Tetartopeus quadratus,Lathrobium fovulum,8.673142e-07,Tetartopeus terminatus,6.801867999999999e-06,Tetartopeus quadratus,0.9999906999999999
806,images_species/Philonthus cruentatus/Philonthus cruentatus_13.jpg,Philonthus cruentatus,Philonthus sanguinolentus,Philonthus longicornis,0.024075787999999997,Philonthus cruentatus,0.024638737,Philonthus sanguinolentus,0.94932747
823,images_species/Quedius scintillans/Quedius scintillans_61.jpg,Quedius scintillans,Quedius lucidulus,Quedius microps,3.280306e-08,Quedius scintillans,9.09245e-06,Quedius lucidulus,0.9999908000000002
841,images_species/Heterothops niger/Heterothops niger_21.jpg,Heterothops niger,Heterothops praevius,Heterothops quadripunctulus,0.002908426,Heterothops niger,0.07950156,Heterothops praevius,0.9175658000000001
852,images_species/Quedius lateralis/Quedius lateralis_26.jpg,Quedius lateralis,Quedius fuliginosus,Velleius dilatatus,5.5915454e-05,Quedius lateralis,0.1646268,Quedius fuliginosus,0.8351497999999999
866,images_species/Tasgius morsitans/Tasgius morsitans_20.jpg,Tasgius morsitans,Tasgius globulifer,Tasgius morsitans,0.06707468,Ocypus nitens,0.14527520000000002,Tasgius globulifer,0.7534181
887,images_species/Medon ripicola/Medon ripicola_76.jpg,Medon ripicola,Medon apicalis,Medon brunneus,0.0018487273000000002,Medon ripicola,0.45607838,Medon apicalis,0.5419691999999999
891,images_species/Gyrohypnus punctulatus/Gyrohypnus punctulatus_20.jpg,Gyrohypnus punctulatus,Atrecus longiceps,Gyrohypnus atratus,0.18086056,Othius subuliformis,0.282555,Atrecus longiceps,0.3336527
892,images_species/Gyrohypnus punctulatus/Gyrohypnus punctulatus_24.jpg,Gyrohypnus punctulatus,Gyrohypnus fracticornis,Gyrohypnus angustatus,0.0005904936,Gyrohypnus punctulatus,0.24055211,Gyrohypnus fracticornis,0.75868016
923,images_species/Philonthus longicornis/Philonthus longicornis_22.jpg,Philonthus longicornis,Philonthus confinis,Philonthus sanguinolentus,0.00652338,Philonthus cruentatus,0.014038887,Philonthus confinis,0.97321635
925,images_species/Philonthus longicornis/Philonthus longicornis_32.jpg,Philonthus longicornis,Philonthus carbonarius,Philonthus cognatus,0.0006048995,Philonthus longicornis,0.0009787533999999999,Philonthus carbonarius,0.9980124
927,images_species/Philonthus longicornis/Philonthus longicornis_45.jpg,Philonthus longicornis,Philonthus carbonarius,Philonthus cognatus,0.00024794982000000005,Philonthus longicornis,0.07706894,Philonthus carbonarius,0.9224318000000001
930,images_species/Philonthus longicornis/Philonthus longicornis_57.jpg,Philonthus longicornis,Philonthus carbonarius,Philonthus longicornis,0.054408822,Philonthus mannerheimi,0.12993218,Philonthus carbonarius,0.68460995
937,images_species/Astenus gracilis/Astenus gracilis_16.jpg,Astenus gracilis,Astenus lyonessius,Astenus pulchellus,0.00027762694,Astenus gracilis,0.3666366,Astenus lyonessius,0.63307446
939,images_species/Astenus gracilis/Astenus gracilis_24.jpg,Astenus gracilis,Astenus lyonessius,Astenus pulchellus,3.776072e-06,Astenus gracilis,0.009129088,Astenus lyonessius,0.99086165
940,images_species/Astenus gracilis/Astenus gracilis_26.jpg,Astenus gracilis,Astenus lyonessius,Astenus pulchellus,0.0025459877,Astenus gracilis,0.3295705,Astenus lyonessius,0.66733485
941,images_species/Astenus gracilis/Astenus gracilis_29.jpg,Astenus gracilis,Astenus lyonessius,Philonthus sanguinolentus,1.1338393e-05,Astenus gracilis,0.0003682368,Astenus lyonessius,0.99961936
942,images_species/Astenus gracilis/Astenus gracilis_37.jpg,Astenus gracilis,Astenus lyonessius,Rugilus orbiculatus,2.8354301e-05,Astenus gracilis,0.0035850822,Astenus lyonessius,0.99635315
944,images_species/Astenus gracilis/Astenus gracilis_39.jpg,Astenus gracilis,Astenus lyonessius,Astenus procerus,0.0012346504,Astenus gracilis,0.019287943999999998,Astenus lyonessius,0.9788013000000001
945,images_species/Astenus gracilis/Astenus gracilis_46.jpg,Astenus gracilis,Astenus pulchellus,Astenus lyonessius,0.0077840936999999995,Astenus gracilis,0.21696505,Astenus pulchellus,0.7736071999999999
946,images_species/Astenus gracilis/Astenus gracilis_53.jpg,Astenus gracilis,Astenus lyonessius,Philonthus sanguinolentus,1.4409038999999998e-06,Astenus gracilis,0.00018899927,Astenus lyonessius,0.99980766
951,images_species/Astenus gracilis/Astenus gracilis_81.jpg,Astenus gracilis,Astenus pulchellus,Scopaeus laevigatus,4.860538400000001e-06,Astenus gracilis,0.005234245,Astenus pulchellus,0.9947594000000001
996,images_species/Lathrobium brunnipes/Lathrobium brunnipes_289.jpg,Lathrobium brunnipes,Lathrobium elongatum,Astenus lyonessius,0.0054397825,Philonthus nitidicollis,0.03611281,Lathrobium elongatum,0.94247234
1021,images_species/Quedius maurus/Quedius maurus_30.jpg,Quedius maurus,Quedius mesomelinus,Quedius umbrinus,4.2636075e-05,Quedius maurus,0.038414363,Quedius mesomelinus,0.9615046
1025,images_species/Quedius maurus/Quedius maurus_50.jpg,Quedius maurus,Quedius mesomelinus,Quedius cinctus,0.0035729175,Quedius maurus,0.03550931,Quedius mesomelinus,0.9594819
1034,images_species/Quedius persimilis/Quedius persimilis_38.jpg,Quedius persimilis,Quedius nitipennis,Quedius boops,0.066831164,Quedius persimilis,0.37259793,Quedius nitipennis,0.55789095
1047,images_species/Gabrius breviventer/Gabrius breviventer_47.jpg,Gabrius breviventer,Gabrius appendiculatus,Heterothops quadripunctulus,0.27740675,Gabrius nigritulus,0.34077844,Gabrius appendiculatus,0.35390872
1051,images_species/Gabrius breviventer/Gabrius breviventer_62.jpg,Gabrius breviventer,Gabrius trossulus,Gabrius exiguus,0.05522647,Gabrius nigritulus,0.062283408,Gabrius trossulus,0.8349752
1069,images_species/Scopaeus minutus/Scopaeus minutus_76.jpg,Scopaeus minutus,Scopaeus sulcicollis,Sunius melanocephalus,2.288725e-06,Scopaeus minutus,0.0063598417,Scopaeus sulcicollis,0.9936373
1077,images_species/Bisnius sordidus/Bisnius sordidus_119.jpg,Bisnius sordidus,Bisnius fimetarius,Bisnius cephalotes,2.2657960000000003e-05,Bisnius sordidus,0.0009970639,Bisnius fimetarius,0.9989766
1083,images_species/Bisnius sordidus/Bisnius sordidus_149.jpg,Bisnius sordidus,Bisnius fimetarius,Bisnius cephalotes,2.5485489999999997e-07,Bisnius sordidus,2.149703e-05,Bisnius fimetarius,0.99997807
1084,images_species/Bisnius sordidus/Bisnius sordidus_150.jpg,Bisnius sordidus,Philonthus carbonarius,Quedius nitipennis,0.019922106000000002,Philonthus albipes,0.076789685,Philonthus carbonarius,0.8997788000000001
1088,images_species/Bisnius sordidus/Bisnius sordidus_164.jpg,Bisnius sordidus,Bisnius fimetarius,Bisnius cephalotes,0.00018059202,Bisnius sordidus,0.061711512999999996,Bisnius fimetarius,0.9380016
1100,images_species/Bisnius sordidus/Bisnius sordidus_207.jpg,Bisnius sordidus,Bisnius fimetarius,Bisnius cephalotes,0.0009972238,Bisnius sordidus,0.0069791637,Bisnius fimetarius,0.9917954999999999
1138,images_species/Tasgius melanarius/Tasgius melanarius_12.jpg,Tasgius melanarius,Ocypus nitens,Tasgius globulifer,0.023394834,Tasgius melanarius,0.20295152,Ocypus nitens,0.7488564
1175,images_species/Gabrius nigritulus/Gabrius nigritulus_21.jpg,Gabrius nigritulus,Gabrius breviventer,Gabrius trossulus,0.008558144,Gabrius nigritulus,0.29680222,Gabrius breviventer,0.6930789
1178,images_species/Gabrius nigritulus/Gabrius nigritulus_30.jpg,Gabrius nigritulus,Gabrius breviventer,Gabrius splendidulus,8.617114000000001e-06,Gabrius nigritulus,0.36860073,Gabrius breviventer,0.6313889
1179,images_species/Gabrius nigritulus/Gabrius nigritulus_33.jpg,Gabrius nigritulus,Gabrius breviventer,Gabrius trossulus,0.0055534327,Gabrius nigritulus,0.37297142,Gabrius breviventer,0.6161411
1187,images_species/Gabrius nigritulus/Gabrius nigritulus_81.jpg,Gabrius nigritulus,Gabrius splendidulus,Philonthus debilis,1.1565694e-05,Gabrius nigritulus,0.0005576076,Gabrius splendidulus,0.9994305
1229,images_species/Philonthus rubripennis/Philonthus rubripennis_60.jpg,Philonthus rubripennis,Philonthus salinus,Philonthus rubripennis,0.0005298001999999999,Philonthus quisquiliarius,0.0036076504999999997,Philonthus salinus,0.9957633
1264,images_species/Lathrobium fulvipenne/Lathrobium fulvipenne_232.jpg,Lathrobium fulvipenne,Lathrobium geminum,Lathrobium fulvipenne,0.0035718852,Lathrobium elongatum,0.262025,Lathrobium geminum,0.73430955
1294,images_species/Sunius bicolor/Sunius bicolor_40.jpg,Sunius bicolor,Sunius melanocephalus,Othius angustus,0.004074728,Sunius bicolor,0.39976957,Sunius melanocephalus,0.5961459
1296,images_species/Sunius bicolor/Sunius bicolor_50.jpg,Sunius bicolor,Sunius melanocephalus,Lithocharis ochracea,3.3899323e-05,Sunius bicolor,0.39015317,Sunius melanocephalus,0.60979694
1324,images_species/Gabrius appendiculatus/Gabrius appendiculatus_16.jpg,Gabrius appendiculatus,Heterothops quadripunctulus,Heterothops praevius,0.06577587,Gabrius nigritulus,0.09158912,Heterothops quadripunctulus,0.8161825
1327,images_species/Gabrius appendiculatus/Gabrius appendiculatus_23.jpg,Gabrius appendiculatus,Gabrius breviventer,Gabrius nigritulus,0.0030746663,Gabrius appendiculatus,0.07875527,Gabrius breviventer,0.91754514
1329,images_species/Gabrius appendiculatus/Gabrius appendiculatus_26.jpg,Gabrius appendiculatus,Gabrius breviventer,Gabrius austriacus,0.0006965465,Gabrius appendiculatus,0.18145281,Gabrius breviventer,0.81718
1331,images_species/Gabrius appendiculatus/Gabrius appendiculatus_34.jpg,Gabrius appendiculatus,Gabrius breviventer,Gabrius keysianus,3.4745884e-05,Gabrius appendiculatus,0.26344997,Gabrius breviventer,0.73640156
1332,images_species/Gabrius appendiculatus/Gabrius appendiculatus_45.jpg,Gabrius appendiculatus,Gabrius keysianus,Gabrius breviventer,0.050493293,Gabrius appendiculatus,0.26752329999999996,Gabrius keysianus,0.68031776
1333,images_species/Gabrius appendiculatus/Gabrius appendiculatus_47.jpg,Gabrius appendiculatus,Gabrius breviventer,Gabrius keysianus,1.5345677e-05,Gabrius nigritulus,0.00040343214999999995,Gabrius breviventer,0.9995652
1334,images_species/Gabrius appendiculatus/Gabrius appendiculatus_54.jpg,Gabrius appendiculatus,Gabrius breviventer,Gabrius austriacus,0.018064035,Gabrius appendiculatus,0.069519944,Gabrius breviventer,0.91120166
1336,images_species/Philonthus rufipes/Philonthus rufipes_13.jpg,Philonthus rufipes,Philonthus lepidus,Philonthus carbonarius,0.03183408,Philonthus longicornis,0.072814256,Philonthus lepidus,0.84022415
1337,images_species/Philonthus rufipes/Philonthus rufipes_14.jpg,Philonthus rufipes,Philonthus carbonarius,Bisnius sordidus,0.0032419035999999997,Philonthus concinnus,0.27413684,Philonthus carbonarius,0.71513855
1348,images_species/Quedius boops/Quedius boops_15.jpg,Quedius boops,Quedius persimilis,Quedius nitipennis,0.00020054473000000002,Quedius boops,0.33110514,Quedius persimilis,0.6685930999999999
1349,images_species/Quedius boops/Quedius boops_19.jpg,Quedius boops,Quedius persimilis,Quedius boopoides,7.188996999999999e-05,Quedius boops,0.23563015,Quedius persimilis,0.7641891
1353,images_species/Quedius boops/Quedius boops_33.jpg,Quedius boops,Quedius persimilis,Heterothops minutus,0.00038122555,Quedius boops,0.49373817,Quedius persimilis,0.50539863
1367,images_species/Quedius cruentus/Quedius cruentus_72.jpg,Quedius cruentus,Quedius picipes,Othius punctulatus,0.00036071902000000004,Quedius molochinus,0.023330897000000003,Quedius picipes,0.97557425
1429,images_species/Philonthus jurgans/Philonthus jurgans_17.jpg,Philonthus jurgans,Philonthus longicornis,Philonthus parvicornis,0.0024134372,Philonthus jurgans,0.20703103,Philonthus longicornis,0.7905113
1432,images_species/Philonthus jurgans/Philonthus jurgans_33.jpg,Philonthus jurgans,Philonthus longicornis,Philonthus parvicornis,0.0022652505,Philonthus jurgans,0.49790314,Philonthus longicornis,0.4982632000000001
1433,images_species/Philonthus jurgans/Philonthus jurgans_6.jpg,Philonthus jurgans,Philonthus parvicornis,Philonthus jurgans,0.022923597999999996,Philonthus confinis,0.05646268,Philonthus parvicornis,0.8796943000000002
1445,images_species/Scopaeus sulcicollis/Scopaeus sulcicollis_65.jpg,Scopaeus sulcicollis,Scopaeus minutus,Astenus pulchellus,0.00047221005999999996,Scopaeus sulcicollis,0.03014749,Scopaeus minutus,0.9693405
1447,images_species/Scopaeus sulcicollis/Scopaeus sulcicollis_69.jpg,Scopaeus sulcicollis,Scopaeus minutus,Astenus pulchellus,9.083776e-05,Scopaeus sulcicollis,0.18894798,Scopaeus minutus,0.8109491999999999
1460,images_species/Philonthus quisquiliarius/Philonthus quisquiliarius_57.jpg,Philonthus quisquiliarius,Philonthus albipes,Bisnius nitidulus,0.013064031,Philonthus quisquiliarius,0.109876536,Philonthus albipes,0.86704624
1463,images_species/Philonthus quisquiliarius/Philonthus quisquiliarius_9.jpg,Philonthus quisquiliarius,Philonthus salinus,Philonthus nitidicollis,0.049264137,Philonthus quisquiliarius,0.21297893,Philonthus salinus,0.6304516
1470,images_species/Gyrohypnus angustatus/Gyrohypnus angustatus_4.jpg,Gyrohypnus angustatus,Phacophallus parumpunctatus,Xantholinus dvoraki,0.13792263,Gyrohypnus angustatus,0.17200468,Phacophallus parumpunctatus,0.6790525
1474,images_species/Staphylinus caesareus/Staphylinus caesareus_18.jpg,Staphylinus caesareus,Platydracus stercorarius,Staphylinus dimidiaticornis,0.13163044,Staphylinus caesareus,0.24932991,Platydracus stercorarius,0.61813056
1487,images_species/Quedius xanthopus/Quedius xanthopus_48.jpg,Quedius xanthopus,Quedius mesomelinus,Quedius maurus,0.19583770000000003,Quedius cinctus,0.2328382,Quedius mesomelinus,0.5675232
1493,images_species/Quedius xanthopus/Quedius xanthopus_85.jpg,Quedius xanthopus,Quedius mesomelinus,Quedius maurus,9.4744486e-05,Quedius xanthopus,0.092157066,Quedius mesomelinus,0.9077145000000001
1497,images_species/Quedius xanthopus/Quedius xanthopus_99.jpg,Quedius xanthopus,Quedius mesomelinus,Quedius umbrinus,4.0538593999999995e-05,Quedius xanthopus,0.010098666999999999,Quedius mesomelinus,0.98984224
1505,images_species/Lithocharis ochracea/Lithocharis ochracea_146.jpg,Lithocharis ochracea,Pseudomedon obscurellus,Medon apicalis,0.0043481104,Lithocharis ochracea,0.20819493,Pseudomedon obscurellus,0.78285474
1511,images_species/Lithocharis ochracea/Lithocharis ochracea_165.jpg,Lithocharis ochracea,Lithocharis nigriceps,Heterothops minutus,0.000103157574,Lithocharis ochracea,0.35805097,Lithocharis nigriceps,0.6414791999999999
1521,images_species/Lithocharis ochracea/Lithocharis ochracea_193.jpg,Lithocharis ochracea,Medon apicalis,Bisnius subuliformis,0.007009384699999999,Lithocharis ochracea,0.10258474,Medon apicalis,0.88737583
1531,images_species/Lithocharis ochracea/Lithocharis ochracea_81.jpg,Lithocharis ochracea,Medon ripicola,Sunius bicolor,0.00698367,Lithocharis ochracea,0.007655225999999999,Medon ripicola,0.98450696
1543,images_species/Philonthus binotatus/Philonthus binotatus_16.jpg,Philonthus binotatus,Philonthus corvinus,Philonthus binotatus,0.1293188,Philonthus furcifer,0.31140742,Philonthus corvinus,0.40342027
1571,images_species/Philonthus varians/Philonthus varians_53.jpg,Philonthus varians,Philonthus confinis,Philonthus nitidicollis,0.00021305564999999998,Philonthus varians,0.16825819,Philonthus confinis,0.8314991
1572,images_species/Philonthus varians/Philonthus varians_55.jpg,Philonthus varians,Philonthus confinis,Heterothops stiglundbergi,0.0013055275999999999,Philonthus varians,0.009434556,Philonthus confinis,0.9887396
1573,images_species/Philonthus varians/Philonthus varians_56.jpg,Philonthus varians,Philonthus carbonarius,Bisnius nitidulus,0.011201942,Philonthus varians,0.12870879999999998,Philonthus carbonarius,0.8570883
1574,images_species/Philonthus varians/Philonthus varians_66.jpg,Philonthus varians,Philonthus jurgans,Philonthus parvicornis,0.039351545,Philonthus varians,0.13241448,Philonthus jurgans,0.81963474
1596,images_species/Xantholinus laevigatus/Xantholinus laevigatus_10.jpg,Xantholinus laevigatus,Xantholinus gallicus,Xantholinus laevigatus,0.01675001,Xantholinus dvoraki,0.04796004,Xantholinus gallicus,0.9307175999999999
1600,images_species/Xantholinus laevigatus/Xantholinus laevigatus_27.jpg,Xantholinus laevigatus,Xantholinus linearis,Xantholinus laevigatus,0.008745719,Xantholinus longiventris,0.024073387999999998,Xantholinus linearis,0.964183
